load_level,ablation_variant,metric,mean,std,count,ci95_low,ci95_high
medium,without_trust,attempted_interactions,3.998080,0.038636,50,3.987371,4.008789
medium,without_trust,successful_cooperations,2.986600,0.044837,50,2.974172,2.999028
medium,without_trust,failed_interactions,1.011480,0.041043,50,1.000103,1.022857
medium,without_trust,blocked_privacy_interactions,0.006800,0.005525,50,0.005268,0.008332
medium,without_trust,cooperation_rate,0.747165,0.010276,50,0.744317,0.750014
medium,without_trust,task_completion_ratio,0.745921,0.010114,50,0.743118,0.748725
medium,without_trust,reliability_score,0.745921,0.010114,50,0.743118,0.748725
medium,without_trust,resource_efficiency,0.727414,0.009838,50,0.724687,0.730140
medium,without_trust,fairness_index,0.864767,0.012605,50,0.861274,0.868261
medium,without_trust,trust_stability_index,0.733452,0.005408,50,0.731953,0.734951
medium,without_trust,privacy_exposure_risk,0.386906,0.004162,50,0.385752,0.388060
medium,without_trust,candidate_privacy_risk,0.421903,0.006560,50,0.420084,0.423721
medium,without_trust,accepted_privacy_exposure,0.386906,0.004162,50,0.385752,0.388060
medium,without_trust,avg_trust,0.555905,0.009461,50,0.553282,0.558527
medium,without_trust,trust_variance,0.066637,0.001352,50,0.066262,0.067012
medium,without_trust,avg_preference,0.612175,0.007545,50,0.610084,0.614267
medium,without_trust,avg_reciprocity,0.596055,0.016910,50,0.591368,0.600743
medium,without_trust,avg_privacy_risk,0.386178,0.004139,50,0.385031,0.387325
medium,without_trust,avg_total_utility,0.708511,0.001468,50,0.708104,0.708918
medium,without_trust,avg_system_utility,0.765334,0.001197,50,0.765002,0.765665
medium,without_trust,avg_social_utility,0.479135,0.003285,50,0.478224,0.480045
medium,without_trust,avg_resource_utility,0.985472,0.000083,50,0.985449,0.985495
medium,without_trust,avg_privacy_utility,0.613094,0.004162,50,0.611940,0.614248
medium,without_trust,avg_incentive_utility,0.738097,0.002841,50,0.737310,0.738885
medium,without_trust,energy_consumed,0.033573,0.000354,50,0.033475,0.033671
medium,without_trust,bandwidth_consumed,0.122916,0.001632,50,0.122464,0.123368
medium,without_trust,compute_consumed,0.163717,0.002060,50,0.163146,0.164288
medium,without_trust,throughput_mbps,23.892800,0.358693,50,23.793375,23.992225
medium,without_trust,packet_delivery_ratio,0.747165,0.010276,50,0.744317,0.750014
medium,without_trust,e2e_delay_ms,95.778032,0.703007,50,95.583169,95.972896
medium,without_trust,active_nodes,50.000000,0.000000,50,50.000000,50.000000
