parameter,symbol,group,equation,default,perturbation,value_applied,clipped,simplex_renormalised,cooperation_rate_baseline,cooperation_rate_delta,cooperation_rate_ci_low,cooperation_rate_ci_high,cooperation_rate_n_pairs,cooperation_rate_cohens_dz,cooperation_rate_p_raw,cooperation_rate_significant,task_completion_ratio_baseline,task_completion_ratio_delta,task_completion_ratio_ci_low,task_completion_ratio_ci_high,task_completion_ratio_n_pairs,task_completion_ratio_cohens_dz,task_completion_ratio_p_raw,task_completion_ratio_significant,avg_total_utility_baseline,avg_total_utility_delta,avg_total_utility_ci_low,avg_total_utility_ci_high,avg_total_utility_n_pairs,avg_total_utility_cohens_dz,avg_total_utility_p_raw,avg_total_utility_significant,cooperation_rate_p_holm,cooperation_rate_q_bh,cooperation_rate_holm_significant,cooperation_rate_bh_significant,task_completion_ratio_p_holm,task_completion_ratio_q_bh,task_completion_ratio_holm_significant,task_completion_ratio_bh_significant,avg_total_utility_p_holm,avg_total_utility_q_bh,avg_total_utility_holm_significant,avg_total_utility_bh_significant
prob_alpha_trust,alpha_T,interaction_probability,Eq. 25,0.800000,-50%,0.400000,False,,0.726834,-0.011025,-0.016349,-0.005700,20,-0.9690909627080803,0.00035766255000323384,True,0.692032,-0.009214,-0.015788,-0.002640,20,-0.6559979661701905,0.008522484833106454,True,0.755170,-0.004524,-0.005782,-0.003265,20,-1.6823539530873792,4.119539855272137e-07,True,0.06580990920059503,0.002126642189208418,False,True,1.0,0.034089939332425816,False,True,6.0969189858027634e-05,1.241505161862836e-06,True,True
prob_alpha_trust,alpha_T,interaction_probability,Eq. 25,0.800000,-25%,0.600000,False,,0.726834,-0.006486,-0.011572,-0.001399,20,-0.5967073373450924,0.015183466508575074,True,0.692032,-0.006580,-0.011896,-0.001265,20,-0.5793814454258518,0.017923249344198866,True,0.755170,-0.003060,-0.004540,-0.001580,20,-0.9677227623433505,0.0003626807217833173,True,1.0,0.060733866034300296,False,False,1.0,0.06066330547267308,False,False,0.04533509022291466,0.0008311433207534354,True,True
prob_alpha_trust,alpha_T,interaction_probability,Eq. 25,0.800000,+25%,1.000000,False,,0.726834,0.005221,0.001164,0.009278,20,0.6023365482303719,0.01438241668025832,True,0.692032,0.005962,0.000725,0.011199,20,0.5327959297270359,0.027783832933696077,True,0.755170,0.001107,0.000108,0.002106,20,0.5185200497235716,0.03169940377787965,True,1.0,0.05859503091957094,False,False,1.0,0.08988887125607554,False,False,1.0,0.0520437972472651,False,False
prob_alpha_trust,alpha_T,interaction_probability,Eq. 25,0.800000,+50%,1.000000,True,,0.726834,0.005221,0.001164,0.009278,20,0.6023365482303719,0.01438241668025832,True,0.692032,0.005962,0.000725,0.011199,20,0.5327959297270359,0.027783832933696077,True,0.755170,0.001107,0.000108,0.002106,20,0.5185200497235716,0.03169940377787965,True,1.0,0.05859503091957094,False,False,1.0,0.08988887125607554,False,False,1.0,0.0520437972472651,False,False
prob_alpha_preference,alpha_P,interaction_probability,Eq. 25,0.700000,-50%,0.350000,False,,0.726834,-0.008699,-0.014461,-0.002937,20,-0.7065915274637391,0.005156245825727766,True,0.692032,-0.007120,-0.014206,-0.000034,20,-0.4702902649532483,0.0490025633767548,True,0.755170,-0.003993,-0.005555,-0.002430,20,-1.196183213379887,3.6640982146274e-05,True,0.9074992653280868,0.02520831292578019,False,True,1.0,0.1418495255642902,False,False,0.0050564555361858115,9.712067556843711e-05,True,True
prob_alpha_preference,alpha_P,interaction_probability,Eq. 25,0.700000,-25%,0.525000,False,,0.726834,-0.005341,-0.009393,-0.001289,20,-0.6169351669099414,0.012488286651245122,True,0.692032,-0.003908,-0.008677,0.000861,20,-0.3835619787315298,0.10254596349707455,False,0.755170,-0.002327,-0.003607,-0.001047,20,-0.8510873877646122,0.00119283149473089,True,1.0,0.05387104045635151,False,False,1.0,0.2575502914982149,False,False,0.14075411637824503,0.0025477954256387944,False,True
prob_alpha_preference,alpha_P,interaction_probability,Eq. 25,0.700000,+25%,0.875000,False,,0.726834,0.005874,0.001644,0.010104,20,0.6499127550911254,0.009048526948167629,True,0.692032,0.003993,-0.001444,0.009431,20,0.3437059778945663,0.14075563863076357,False,0.755170,0.001111,-0.000117,0.002339,20,0.423475041999068,0.07357490967419132,False,1.0,0.040626039359119966,False,True,1.0,0.31950284895775244,False,False,1.0,0.11116686717317356,False,False
prob_alpha_preference,alpha_P,interaction_probability,Eq. 25,0.700000,+50%,1.000000,True,,0.726834,0.006600,0.001986,0.011214,20,0.6695123270600469,0.007457675942462294,True,0.692032,0.008417,0.004114,0.012719,20,0.915579813948244,0.0006173149437188658,True,0.755170,0.002282,0.001314,0.003249,20,1.1032917979306032,9.21260955730684e-05,True,1.0,0.03490827036897244,False,True,0.10741280020708266,0.002889559311024478,False,True,0.011884266328925823,0.00022030153289212008,True,True
prob_alpha_reciprocity,alpha_R,interaction_probability,Eq. 25,0.600000,-50%,0.300000,False,,0.726834,-0.008112,-0.012153,-0.004072,20,-0.9396819358593337,0.0004826826967363775,True,0.692032,-0.008154,-0.013734,-0.002574,20,-0.6838628661813433,0.006468128975486923,True,0.755170,-0.004157,-0.005666,-0.002647,20,-1.2890377719797592,1.4845677107087995e-05,True,0.08833093350275707,0.0027944787705790276,False,True,1.0,0.02684883725673817,False,True,0.0020783947949923193,4.032159214270813e-05,True,True
prob_alpha_reciprocity,alpha_R,interaction_probability,Eq. 25,0.600000,-25%,0.450000,False,,0.726834,-0.004184,-0.008716,0.000348,20,-0.43203930357370274,0.06839262567902224,False,0.692032,-0.003677,-0.009273,0.001918,20,-0.307580462711591,0.18496507248546765,False,0.755170,-0.001785,-0.002825,-0.000745,20,-0.8031995345407423,0.0019434208244210132,True,1.0,0.23148273306745987,False,False,1.0,0.3880534647678995,False,False,0.2215499739839955,0.003995818517501149,False,True
prob_alpha_reciprocity,alpha_R,interaction_probability,Eq. 25,0.600000,+25%,0.750000,False,,0.726834,0.004658,-0.000305,0.009621,20,0.439233092914728,0.06429271215756266,False,0.692032,0.006429,0.001438,0.011420,20,0.6028918831777578,0.014305607771514444,True,0.755170,0.001327,0.000075,0.002580,20,0.49592906673719694,0.038950605965818424,True,1.0,0.22451423293117118,False,False,1.0,0.0515939952415275,False,False,1.0,0.06254841833927047,False,False
prob_alpha_reciprocity,alpha_R,interaction_probability,Eq. 25,0.600000,+50%,0.900000,False,,0.726834,0.009591,0.004453,0.014729,20,0.8736428597629143,0.000947431232166369,True,0.692032,0.013435,0.005342,0.021527,20,0.7769904152027725,0.0025362279570030765,True,0.755170,0.003681,0.001858,0.005503,20,0.9453679072438173,0.0004554835243909356,True,0.17148505302211278,0.0052108717769150294,False,True,0.43623120860452913,0.011387145929401567,False,True,0.056479957024476016,0.00103305541614439,False,True
prob_alpha_qos,alpha_Q,interaction_probability,Eq. 25,0.500000,-50%,0.250000,False,,0.726834,-0.007468,-0.012211,-0.002726,20,-0.7370578211865925,0.003797523706069334,True,0.692032,-0.008505,-0.014836,-0.002173,20,-0.6286601516756853,0.0111420234511732,True,0.755170,-0.004070,-0.005705,-0.002436,20,-1.1654644275819643,4.961060933208412e-05,True,0.6759592196803414,0.019392744637709226,False,True,1.0,0.04226284757341559,False,True,0.006647821650499272,0.00012479818922949846,True,True
prob_alpha_qos,alpha_Q,interaction_probability,Eq. 25,0.500000,-25%,0.375000,False,,0.726834,-0.005313,-0.010625,-0.000002,20,-0.4681711042233086,0.04993073952815287,True,0.692032,-0.004434,-0.010271,0.001404,20,-0.3554817485916152,0.1283899892911508,False,0.755170,-0.001520,-0.002968,-0.000072,20,-0.49124160823166835,0.040634270490233465,True,1.0,0.18618241857955306,False,False,1.0,0.30371825423713095,False,False,1.0,0.06431323386943426,False,False
prob_alpha_qos,alpha_Q,interaction_probability,Eq. 25,0.500000,+25%,0.625000,False,,0.726834,0.005177,0.000086,0.010268,20,0.47589929274703063,0.046620859330570114,True,0.692032,0.007409,0.001498,0.013320,20,0.586629431098457,0.016724515882277205,True,0.755170,0.001617,0.000265,0.002969,20,0.559671916527213,0.021606568032762966,True,1.0,0.1768377422883694,False,False,1.0,0.058403071334936274,False,False,1.0,0.03656496128621425,False,True
prob_alpha_qos,alpha_Q,interaction_probability,Eq. 25,0.500000,+50%,0.750000,False,,0.726834,0.007352,0.002357,0.012347,20,0.6888257028284871,0.006156528052966426,True,0.692032,0.009420,0.005071,0.013770,20,1.0136717978498697,0.00022735813407038266,True,0.755170,0.002341,0.001122,0.003560,20,0.8990052566905701,0.000731185151798542,True,1.0,0.029444264601143775,False,True,0.039787673462316965,0.001087364989032265,True,True,0.08847340336762359,0.0016086073339567925,False,True
prob_alpha_resource,alpha_res,interaction_probability,Eq. 25,0.500000,-50%,0.250000,False,,0.726834,-0.007000,-0.011970,-0.002030,20,-0.6591925497823564,0.008258260366222445,True,0.692032,-0.005829,-0.012713,0.001055,20,-0.3963074845071574,0.09237327962935866,False,0.755170,-0.003460,-0.005207,-0.001713,20,-0.9269066382245607,0.0005498980652165207,True,1.0,0.03785036001185287,False,True,1.0,0.24193001807689174,False,False,0.06708756395641553,0.001221995700481157,False,True
prob_alpha_resource,alpha_res,interaction_probability,Eq. 25,0.500000,-25%,0.375000,False,,0.726834,-0.004387,-0.009789,0.001015,20,-0.3801103535493728,0.10546139013955715,False,0.692032,-0.002076,-0.007943,0.003791,20,-0.16557281380071404,0.4680709368996044,False,0.755170,-0.002170,-0.003446,-0.000894,20,-0.7958619283532209,0.0020939807654351537,True,1.0,0.3178288469959257,False,False,1.0,0.7605636777952828,False,False,0.23452584572873722,0.004226383196291136,False,True
prob_alpha_resource,alpha_res,interaction_probability,Eq. 25,0.500000,+25%,0.625000,False,,0.726834,0.009298,0.004144,0.014453,20,0.8442309823713985,0.0012792948733757953,True,0.692032,0.011019,0.004656,0.017382,20,0.8105068538401823,0.0018041413082471502,True,0.755170,0.002692,0.001528,0.003855,20,1.0829001635110505,0.0001130303035029077,True,0.22899378233426737,0.006701068384349405,False,True,0.312116446326757,0.008268980996132772,False,True,0.014467878848372185,0.0002673835136627924,True,True
prob_alpha_resource,alpha_res,interaction_probability,Eq. 25,0.500000,+50%,0.750000,False,,0.726834,0.003797,-0.001043,0.008638,20,0.3671575976652231,0.1170428296330854,False,0.692032,0.005880,-0.000303,0.012064,20,0.44508110575349225,0.06112273969377015,False,0.755170,0.001913,0.000795,0.003032,20,0.8004380897797966,0.0019987823022506895,True,1.0,0.3433256335903838,False,False,1.0,0.1702152244636637,False,False,0.2258624001543279,0.004071593578658812,False,True
prob_alpha_distance,alpha_d,interaction_probability,Eq. 25,0.500000,-50%,0.250000,False,,0.726834,0.004102,0.000218,0.007986,20,0.4943216228506173,0.03952063502650142,True,0.692032,0.006055,0.001563,0.010547,20,0.6309122676827961,0.010899868945966647,True,0.755170,0.000466,-0.001179,0.002110,20,0.13250227161381908,0.5604572227075179,False,1.0,0.1525357843128125,False,False,1.0,0.04206966961601162,False,True,1.0,0.666489670246778,False,False
prob_alpha_distance,alpha_d,interaction_probability,Eq. 25,0.500000,-25%,0.375000,False,,0.726834,0.000592,-0.004425,0.005609,20,0.055219910955340415,0.8075948487692799,False,0.692032,0.002480,-0.003401,0.008361,20,0.1973921201516443,0.38839631157037585,False,0.755170,-0.000175,-0.001725,0.001375,20,-0.052788343791781225,0.8158993832766342,False,1.0,1.0,False,False,1.0,0.6781522900435134,False,False,1.0,0.8974893216042977,False,False
prob_alpha_distance,alpha_d,interaction_probability,Eq. 25,0.500000,+25%,0.625000,False,,0.726834,-0.000052,-0.003392,0.003288,20,-0.007306675843677834,0.9742734362745106,False,0.692032,0.002042,-0.002639,0.006722,20,0.20414595070454375,0.3726990468556018,False,0.755170,-0.000499,-0.001659,0.000661,20,-0.20131320297149427,0.37923058356646305,False,1.0,1.0,False,False,1.0,0.661240244421229,False,False,1.0,0.4935561703212221,False,False
prob_alpha_distance,alpha_d,interaction_probability,Eq. 25,0.500000,+50%,0.750000,False,,0.726834,-0.003296,-0.006892,0.000299,20,-0.42908649891797146,0.0701416344531816,False,0.692032,-0.003316,-0.007497,0.000865,20,-0.3711656370925631,0.11334878863731658,False,0.755170,-0.001890,-0.003358,-0.000422,20,-0.6025226456983472,0.01435663373552247,True,1.0,0.233805448177272,False,False,1.0,0.2770748166689961,False,False,1.0,0.024869759226889318,False,True
prob_alpha_load,alpha_L,interaction_probability,Eq. 25,0.400000,-50%,0.200000,False,,0.726834,0.006114,0.001449,0.010778,20,0.6134119363416688,0.012922320587191895,True,0.692032,0.008882,0.003285,0.014478,20,0.7427719346842176,0.003585008115530439,True,0.755170,0.001836,0.000917,0.002755,20,0.9353249522576375,0.0005046244561775874,True,1.0,0.05467135633042725,False,False,0.6130363877557051,0.015774035708333932,False,True,0.06206880810984325,0.001132830411827237,False,True
prob_alpha_load,alpha_L,interaction_probability,Eq. 25,0.400000,-25%,0.300000,False,,0.726834,0.003628,-0.001408,0.008663,20,0.3371861611977581,0.14801763168905915,False,0.692032,0.005756,0.000176,0.011336,20,0.48276182443054827,0.043850203154880384,True,0.755170,0.001140,0.000416,0.001865,20,0.7366277443127991,0.0038140095087275477,True,1.0,0.42847209173148704,False,False,1.0,0.13036546883883357,False,False,0.4027036521143702,0.0072334663096556935,False,True
prob_alpha_load,alpha_L,interaction_probability,Eq. 25,0.400000,+25%,0.500000,False,,0.726834,-0.001996,-0.006618,0.002627,20,-0.20203826119067037,0.3775515920890078,False,0.692032,-0.001036,-0.006391,0.004319,20,-0.0905185364595639,0.6901375232249792,False,0.755170,-0.001353,-0.002384,-0.000321,20,-0.6138680423018279,0.012865330944859341,True,1.0,0.7690865764776085,False,False,1.0,0.9587629654641903,False,False,1.0,0.02264298246295244,False,True
prob_alpha_load,alpha_L,interaction_probability,Eq. 25,0.400000,+50%,0.600000,False,,0.726834,-0.008016,-0.012160,-0.003872,20,-0.9052683855183407,0.0006858718443094857,True,0.692032,-0.006544,-0.013239,0.000151,20,-0.4574925011040211,0.05485426667614292,False,0.755170,-0.002814,-0.003999,-0.001629,20,-1.1112919295633614,8.50398089665282e-05,True,0.1248286756643264,0.0038690206602073553,False,True,1.0,0.15471716241989028,False,False,0.011055175165648667,0.00020559074695204618,True,True
prob_alpha_complexity,alpha_C,interaction_probability,Eq. 25,0.400000,-50%,0.200000,False,,0.726834,0.005365,0.000930,0.009800,20,0.5661338168080803,0.020326867639009472,True,0.692032,0.007145,0.002116,0.012175,20,0.6648942773439773,0.00780619803697372,True,0.755170,0.001544,0.000486,0.002601,20,0.6832582889156261,0.006507118825496122,True,1.0,0.07985555143896579,False,False,1.0,0.03180302903952256,False,True,0.6492768885385107,0.011734148701714318,False,True
prob_alpha_complexity,alpha_C,interaction_probability,Eq. 25,0.400000,-25%,0.300000,False,,0.726834,0.004557,0.001173,0.007941,20,0.6301703510141302,0.010979079337948314,True,0.692032,0.005876,0.001937,0.009815,20,0.698130011178499,0.0056111777420677685,True,0.755170,0.000725,0.000109,0.001341,20,0.5507341649905984,0.023501692072520033,True,1.0,0.04830794908697258,False,True,0.9482890384094529,0.02373959813951748,False,True,1.0,0.03946849050346876,False,True
prob_alpha_complexity,alpha_C,interaction_probability,Eq. 25,0.400000,+25%,0.500000,False,,0.726834,0.001333,-0.003175,0.005842,20,0.13842524538398782,0.5432311606278479,False,0.692032,0.001878,-0.003026,0.006782,20,0.1792333621335413,0.4327207035924612,False,0.755170,-0.000522,-0.001740,0.000697,20,-0.20038624975742772,0.38138431343003526,False,1.0,0.8937893546800261,False,False,1.0,0.7379732929483834,False,False,1.0,0.4935561703212221,False,False
prob_alpha_complexity,alpha_C,interaction_probability,Eq. 25,0.400000,+50%,0.600000,False,,0.726834,-0.004152,-0.008622,0.000317,20,-0.4347933573039132,0.06679634577364399,False,0.692032,-0.001901,-0.007299,0.003497,20,-0.16478294199393886,0.4701666371825384,False,0.755170,-0.001727,-0.002883,-0.000570,20,-0.6988776732215545,0.005569454721810014,True,1.0,0.22961243859690122,False,False,1.0,0.7605636777952828,False,False,0.5680843816246215,0.010296470914270616,False,True
prob_alpha_tie,alpha_tie,interaction_probability,"Eqs. 25, 47",0.300000,-50%,0.150000,False,,0.726834,-0.000162,-0.004060,0.003736,20,-0.0194694496907069,0.9315269435260068,False,0.692032,0.000177,-0.004074,0.004428,20,0.01946252291402231,0.9315512399611879,False,0.755170,-0.000729,-0.001815,0.000357,20,-0.314055932393913,0.1763069194412607,False,1.0,1.0,False,False,1.0,1.0,False,False,1.0,0.25518106761235104,False,False
prob_alpha_tie,alpha_tie,interaction_probability,"Eqs. 25, 47",0.300000,-25%,0.225000,False,,0.726834,0.001712,-0.001999,0.005423,20,0.2159019403938247,0.34640286727077685,False,0.692032,0.002718,-0.001620,0.007056,20,0.29322128375390494,0.20537473117015673,False,0.755170,-0.000012,-0.001284,0.001261,20,-0.004292509796840563,0.9848843611863519,False,1.0,0.7257964838054373,False,False,1.0,0.4183559338651341,False,False,1.0,1.0,False,False
prob_alpha_tie,alpha_tie,interaction_probability,"Eqs. 25, 47",0.300000,+25%,0.375000,False,,0.726834,0.002100,-0.001634,0.005834,20,0.26322915814826986,0.25365389676730976,False,0.692032,0.002509,-0.002006,0.007023,20,0.2600998434597928,0.25914873661024873,False,0.755170,-0.000185,-0.001038,0.000668,20,-0.10143611523406548,0.6552294586472687,False,1.0,0.6341347419182743,False,False,1.0,0.4920138521135242,False,False,1.0,0.759464400365043,False,False
prob_alpha_tie,alpha_tie,interaction_probability,"Eqs. 25, 47",0.300000,+50%,0.450000,False,,0.726834,0.001387,-0.003175,0.005949,20,0.14225867662004807,0.532235823678192,False,0.692032,0.003274,-0.001753,0.008302,20,0.30483646631336686,0.18873509422802384,False,0.755170,0.000507,-0.000715,0.001729,20,0.19432102263833123,0.39567614980626137,False,1.0,0.8937893546800261,False,False,1.0,0.3880534647678995,False,False,1.0,0.5060974009149855,False,False
prob_temperature,tau,interaction_probability,Eq. 25,1.000000,-50%,0.500000,False,,0.726834,0.031486,0.026436,0.036535,20,2.918427649009561,6.191484176485423e-11,True,0.692032,0.033185,0.026248,0.040123,20,2.2387194552061107,5.1634905537893215e-09,True,0.755170,0.012473,0.010925,0.014022,20,3.769504986068555,6.942089710453776e-13,True,1.2073394144146575e-08,5.23894814933382e-10,True,True,9.707362241123924e-07,3.442327035859548e-08,True,True,1.1940394301980493e-10,3.116856604693532e-12,True,True
prob_temperature,tau,interaction_probability,Eq. 25,1.000000,-25%,0.750000,False,,0.726834,0.017503,0.011617,0.023390,20,1.3916584756939667,5.6027552871849895e-06,True,0.692032,0.021266,0.014680,0.027852,20,1.511223923041028,1.8630838715497037e-06,True,0.755170,0.006793,0.005220,0.008366,20,2.020559030011452,2.6234870063207042e-08,True,0.001042112483416408,3.521731894801994e-05,True,True,0.0003390812646220461,1.0499947424077907e-05,True,True,4.0664048597970916e-06,8.74495668773568e-08,True,True
prob_temperature,tau,interaction_probability,Eq. 25,1.000000,+25%,1.250000,False,,0.726834,-0.015307,-0.020599,-0.010015,20,-1.3537092266374662,8.008709780139126e-06,True,0.692032,-0.015324,-0.020707,-0.009940,20,-1.3321624035831936,9.825759001050292e-06,True,0.755170,-0.005882,-0.006983,-0.004782,20,-2.5023192958103815,8.346588846760064e-10,True,0.0014816113093257383,4.894211532307244e-05,True,True,0.0017489851021869518,5.027132512165266e-05,True,True,1.3521473931751304e-07,3.112287366588498e-09,True,True
prob_temperature,tau,interaction_probability,Eq. 25,1.000000,+50%,1.500000,False,,0.726834,-0.022913,-0.029059,-0.016767,20,-1.7446794609346188,2.424808717090952e-07,True,0.692032,-0.024335,-0.031652,-0.017017,20,-1.556366199412968,1.2416843213168766e-06,True,0.755170,-0.010326,-0.011913,-0.008740,20,-3.0458786175153145,2.9616921396225656e-11,True,4.6071365624728085e-05,1.720831992774224e-06,True,True,0.00022722823080098843,7.188698702360864e-06,True,True,4.916408951773459e-09,1.1846768558490262e-10,True,True
success_base,s_0,expected_success,Eq. 27,0.180000,-50%,0.090000,False,,0.726834,-0.102448,-0.108613,-0.096282,20,-7.777093827780412,1.1440805739580306e-18,True,0.692032,-0.108150,-0.113868,-0.102432,20,-8.852249645358688,1.0089174269330117e-19,True,0.755170,-0.042867,-0.044437,-0.041296,20,-12.77731889697155,1.0001663293286947e-22,True,2.4597732340097657e-16,3.404595991142092e-17,True,True,2.1994399907139655e-17,6.102803407120742e-18,True,True,2.0003326586573894e-20,1.047793297391966e-21,True,True
success_base,s_0,expected_success,Eq. 27,0.180000,-25%,0.135000,False,,0.726834,-0.049144,-0.053669,-0.044619,20,-5.082825077228094,3.0712986791013674e-15,True,0.692032,-0.050157,-0.054855,-0.045459,20,-4.996794236714083,4.2009193098232105e-15,True,0.755170,-0.020873,-0.021921,-0.019825,20,-9.321998797847554,3.8179482724296343e-20,True,6.419014239321858e-13,5.630714245019174e-14,True,True,8.653893778235814e-13,6.161348321074042e-14,True,True,7.40681964851349e-18,3.1109208145722946e-19,True,True
success_base,s_0,expected_success,Eq. 27,0.180000,+25%,0.225000,False,,0.726834,0.052736,0.047819,0.057653,20,5.01969887840555,3.862943381079668e-15,True,0.692032,0.056545,0.051772,0.061319,20,5.5439797849926515,6.208629822320856e-16,True,0.755170,0.020617,0.019138,0.022095,20,6.526400052565925,3.018187256898186e-17,True,8.034922232645709e-13,6.537288798750207e-14,True,True,1.291395003042738e-13,1.0506912007004526e-14,True,True,5.6138282978306265e-15,1.8971462757645742e-16,True,True
success_base,s_0,expected_success,Eq. 27,0.180000,+50%,0.270000,False,,0.726834,0.103537,0.099847,0.107227,20,13.13214032951798,5.960249422971025e-23,True,0.692032,0.111805,0.106992,0.116617,20,10.873329841543999,2.1032437756463748e-21,True,0.755170,0.042429,0.041548,0.043310,20,22.529093277713315,2.1664442010890633e-27,True,1.3112548730536254e-20,1.3112548730536254e-20,True,True,4.60610386866556e-19,2.3135681532110124e-19,True,True,4.4195461702216895e-25,2.803633671997611e-26,True,True
success_w_probability,s_P,expected_success,Eq. 27,0.250000,-50%,0.125000,False,,0.726834,-0.119176,-0.125453,-0.112898,20,-8.88533242644531,9.406432811821612e-20,True,0.692032,-0.123523,-0.130086,-0.116959,20,-8.807530755638467,1.1096006194764986e-19,True,0.755170,-0.048872,-0.050381,-0.047364,20,-15.163297247395912,3.925948766954096e-24,True,2.0506023529771113e-17,6.898050728669183e-18,True,True,2.407833344264002e-17,6.102803407120742e-18,True,True,7.969675996916815e-22,4.7983818262772295e-23,True,True
success_w_probability,s_P,expected_success,Eq. 27,0.250000,-25%,0.187500,False,,0.726834,-0.056088,-0.060955,-0.051221,20,-5.393021620394333,1.0330302739541758e-15,True,0.692032,-0.058239,-0.064392,-0.052085,20,-4.429377967541643,3.792225672562765e-14,True,0.755170,-0.024090,-0.025610,-0.022571,20,-7.418869300861888,2.7641647288735224e-18,True,2.1693635753037694e-13,2.0660605479083516e-14,True,True,7.698218115302412e-12,4.634942488687824e-13,True,True,5.251912984859693e-16,1.9616652914586287e-17,True,True
success_w_probability,s_P,expected_success,Eq. 27,0.250000,+25%,0.312500,False,,0.726834,0.063647,0.057674,0.069619,20,4.98745682244575,4.347489337746866e-15,True,0.692032,0.069207,0.062129,0.076285,20,4.576211878466663,2.0954044263105167e-14,True,0.755170,0.025509,0.023739,0.027280,20,6.744566862228386,1.6363630749592385e-17,True,8.999302929136012e-13,6.831768959316504e-14,True,True,4.2746250296734544e-12,2.71169984581361e-13,True,True,3.059998950173776e-15,1.0588231661500956e-16,True,True
success_w_probability,s_P,expected_success,Eq. 27,0.250000,+50%,0.375000,False,,0.726834,0.127841,0.122986,0.132697,20,12.323504984457246,1.9804860414090476e-22,True,0.692032,0.139607,0.134216,0.144998,20,12.119421196935306,2.7147960848507292e-22,True,0.755170,0.052555,0.050906,0.054205,20,14.910698739730151,5.3952256773643e-24,True,4.337264430685814e-20,2.1785346455499523e-20,True,True,5.972551386671604e-20,5.972551386671604e-20,True,True,1.0898355868275886e-21,6.247103415895505e-23,True,True
success_w_link_quality,s_Q,expected_success,Eq. 27,0.150000,-50%,0.075000,False,,0.726834,-0.068099,-0.073598,-0.062601,20,-5.796258012721759,2.7280128589637873e-16,True,0.692032,-0.071221,-0.076249,-0.066194,20,-6.6305655467109075,2.2478065907634343e-17,True,0.755170,-0.028551,-0.029721,-0.027381,20,-11.418515414358492,8.358258470884954e-22,True,5.756107132413592e-14,6.001628289720332e-15,True,True,4.787828038326115e-15,6.181468124599444e-16,True,True,1.646576918764336e-19,7.661736931644541e-21,True,True
success_w_link_quality,s_Q,expected_success,Eq. 27,0.150000,-25%,0.112500,False,,0.726834,-0.033666,-0.038930,-0.028403,20,-2.993500163977248,3.997642515561628e-11,True,0.692032,-0.035871,-0.041511,-0.030231,20,-2.9765619627741944,4.4088826566847875e-11,True,0.755170,-0.014851,-0.016043,-0.013658,20,-5.827989576883946,2.4658693640829726e-16,True,7.83537933050079e-09,3.517925413694233e-10,True,True,8.597321180535336e-09,3.7305930171948204e-10,True,True,4.4632235489901804e-14,1.356228150245635e-15,True,True
success_w_link_quality,s_Q,expected_success,Eq. 27,0.150000,+25%,0.187500,False,,0.726834,0.037425,0.032822,0.042028,20,3.805573159236383,5.855452688589837e-13,True,0.692032,0.040888,0.034663,0.047113,20,3.0741212600781482,2.523854629383133e-11,True,0.755170,0.014775,0.013360,0.016191,20,4.884899222789103,6.361454682968989e-15,True,1.188656895783737e-10,7.156664397165357e-12,True,True,4.971993619884772e-09,2.3135334102678718e-10,True,True,1.1450618429344181e-12,3.4134634884223846e-14,True,True
success_w_link_quality,s_Q,expected_success,Eq. 27,0.150000,+50%,0.225000,False,,0.726834,0.072368,0.068013,0.076723,20,7.776969416601429,1.1444232443562367e-18,True,0.692032,0.078761,0.073722,0.083801,20,7.314139139378644,3.6054280325572336e-18,True,0.755170,0.029645,0.028475,0.030815,20,11.858622574414124,4.0937327451679117e-22,True,2.4597732340097657e-16,3.404595991142092e-17,True,True,7.71561598967248e-16,1.1331345245179878e-16,True,True,8.105590835432465e-20,3.9157443649432196e-21,True,True
success_w_requester_resource,s_ri,expected_success,Eq. 27,0.100000,-50%,0.050000,False,,0.726834,-0.055123,-0.058902,-0.051345,20,-6.827589107056806,1.3027778053956047e-17,True,0.692032,-0.057399,-0.062144,-0.052655,20,-5.662126995559394,4.205940895917113e-16,True,0.755170,-0.022459,-0.023643,-0.021274,20,-8.8738357158293,9.638011723082011e-20,True,2.761888947438682e-15,3.184567968744811e-16,True,True,8.790416472466766e-14,7.710891642514707e-15,True,True,1.8601362625548283e-17,7.572723496707294e-19,True,True
success_w_requester_resource,s_ri,expected_success,Eq. 27,0.100000,-25%,0.075000,False,,0.726834,-0.026855,-0.032484,-0.021225,20,-2.23244433650169,5.402304855096941e-09,True,0.692032,-0.026407,-0.033997,-0.018817,20,-1.6282895720305042,6.57939811207416e-07,True,0.755170,-0.011484,-0.013060,-0.009908,20,-3.4098893847875185,4.116321528785406e-12,True,1.0372425321786127e-06,4.0983002349011275e-08,True,True,0.00012106092526216454,3.912074553125176e-06,True,True,6.956583383647336e-10,1.7415206467938255e-11,True,True
success_w_requester_resource,s_ri,expected_success,Eq. 27,0.100000,+25%,0.125000,False,,0.726834,0.030091,0.025620,0.034561,20,3.1500632611490045,1.6513470565930928e-11,True,0.692032,0.031967,0.026024,0.037910,20,2.5175344927398036,7.546301136766493e-10,True,0.755170,0.011086,0.009671,0.012501,20,3.6669878316962863,1.1352000096738902e-12,True,3.2696671720543237e-09,1.5795493584803497e-10,True,True,1.4337972159856335e-07,5.35543951641493e-09,True,True,1.9411920165423524e-10,4.994880042565116e-12,True,True
